#SampleID	Sample	Run	Platform	RunDate	sampletype	controltype	cl	clone	treatment	birthday	mother	umother	box	sediment_bottle	extraction_day	extraction_round	pcr_batch	sedtype	seddate	behavior	cloneavgbehavior	clonerank	category	size	cloneavgsize	eggs	Description
D144_B	D144	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	29	J4	CZN26J4	32	N3	d4	6	p2	NA	NA	4.241247551	4.7	10	high	2.64	2.42	1	p303_Alexandra_Mushegian
D148_A	D148	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	28	J3	CZN26J3	1	A1	d6	10	p4	NA	NA	4.550986178	4.7	10	high	2.72	2.42	0	p303_Alexandra_Mushegian
D148_B	D148	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	28	J3	CZN26J3	1	A1	d6	10	p4	NA	NA	4.550986178	4.7	10	high	2.72	2.42	0	p303_Alexandra_Mushegian
D151_A	D151	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	28	I2	CZN26I2	34	A3	d1	1	p1	NA	NA	4.675787504	4.7	10	high	2.76	2.42	1	p303_Alexandra_Mushegian
D151_B	D151	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	28	I2	CZN26I2	34	A3	d1	1	p1	NA	NA	4.675787504	4.7	10	high	2.76	2.42	1	p303_Alexandra_Mushegian
D150_A	D150	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	28	J3	CZN26J3	39	N3	d5	7	p3	NA	NA	4.46793352	4.7	10	high	2.76	2.42	0	p303_Alexandra_Mushegian
D150_B	D150	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	28	J3	CZN26J3	39	N3	d5	7	p3	NA	NA	4.46793352	4.7	10	high	2.76	2.42	0	p303_Alexandra_Mushegian
D142_A	D142	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	29	J4	CZN26J4	33	A3	d4	6	p2	NA	NA	5.19532944	4.7	10	high	2.8	2.42	1	p303_Alexandra_Mushegian
D142_B	D142	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	29	J4	CZN26J4	33	A3	d4	6	p2	NA	NA	5.19532944	4.7	10	high	2.8	2.42	1	p303_Alexandra_Mushegian
D140_A	D140	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	29	I3	CZN26I3	36	N3	d4	6	p2	NA	NA	4.662455609	4.7	10	high	2.8	2.42	1	p303_Alexandra_Mushegian
D140_B	D140	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	29	I3	CZN26I3	36	N3	d4	6	p2	NA	NA	4.662455609	4.7	10	high	2.8	2.42	1	p303_Alexandra_Mushegian
D120_A	D120	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I8	CZN11I8	30	N3	d3	4	p2	NA	NA	5.399950474	4.7	11	high	2.08	2.576666667	0	p303_Alexandra_Mushegian
D120_B	D120	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I8	CZN11I8	30	N3	d3	4	p2	NA	NA	5.399950474	4.7	11	high	2.08	2.576666667	0	p303_Alexandra_Mushegian
D123_A	D123	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K1	CZN11K1	39	N3	d5	7	p3	NA	NA	5.028115574	4.7	11	high	2.28	2.576666667	0	p303_Alexandra_Mushegian
D123_B	D123	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K1	CZN11K1	39	N3	d5	7	p3	NA	NA	5.028115574	4.7	11	high	2.28	2.576666667	0	p303_Alexandra_Mushegian
D126_A	D126	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K5	CZN11K5	21	N2	d3	5	p2	NA	NA	5.12126102	4.7	11	high	2.32	2.576666667	0	p303_Alexandra_Mushegian
D126_B	D126	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K5	CZN11K5	21	N2	d3	5	p2	NA	NA	5.12126102	4.7	11	high	2.32	2.576666667	0	p303_Alexandra_Mushegian
D113_A	D113	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I5	CZN11I5	40	N3	d3	5	p2	NA	NA	4.313993695	4.7	11	high	2.36	2.576666667	0	p303_Alexandra_Mushegian
D113_B	D113	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I5	CZN11I5	40	N3	d3	5	p2	NA	NA	4.313993695	4.7	11	high	2.36	2.576666667	0	p303_Alexandra_Mushegian
D129_A	D129	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K7	CZN11K7	27	N2	d3	5	p2	NA	NA	5.185516657	4.7	11	high	2.36	2.576666667	1	p303_Alexandra_Mushegian
D129_B	D129	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K7	CZN11K7	27	N2	d3	5	p2	NA	NA	5.185516657	4.7	11	high	2.36	2.576666667	1	p303_Alexandra_Mushegian
D114_A	D114	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I5	CZN11I5	32	N3	d4	6	p2	NA	NA	5.089626085	4.7	11	high	2.36	2.576666667	0	p303_Alexandra_Mushegian
D114_B	D114	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I5	CZN11I5	32	N3	d4	6	p2	NA	NA	5.089626085	4.7	11	high	2.36	2.576666667	0	p303_Alexandra_Mushegian
D125_A	D125	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K5	CZN11K5	38	N3	d5	8	p3	NA	NA	4.88040196	4.7	11	high	2.4	2.576666667	0	p303_Alexandra_Mushegian
D125_B	D125	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K5	CZN11K5	38	N3	d5	8	p3	NA	NA	4.88040196	4.7	11	high	2.4	2.576666667	0	p303_Alexandra_Mushegian
D128_A	D128	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K7	CZN11K7	46	N4	d6	10	p4	NA	NA	5.0545173	4.7	11	high	2.4	2.576666667	1	p303_Alexandra_Mushegian
D128_B	D128	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K7	CZN11K7	46	N4	d6	10	p4	NA	NA	5.0545173	4.7	11	high	2.4	2.576666667	1	p303_Alexandra_Mushegian
D119_A	D119	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I8	CZN11I8	22	N2	d6	10	p4	NA	NA	4.142326883	4.7	11	high	2.44	2.576666667	0	p303_Alexandra_Mushegian
D119_B	D119	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I8	CZN11I8	22	N2	d6	10	p4	NA	NA	4.142326883	4.7	11	high	2.44	2.576666667	0	p303_Alexandra_Mushegian
D110_A	D110	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I2	CZN11I2	43	N3	d2	3	p1	NA	NA	4.447793497	4.7	11	high	2.48	2.576666667	1	p303_Alexandra_Mushegian
D110_B	D110	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I2	CZN11I2	43	N3	d2	3	p1	NA	NA	4.447793497	4.7	11	high	2.48	2.576666667	1	p303_Alexandra_Mushegian
D122_A	D122	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K1	CZN11K1	43	N3	d3	5	p2	NA	NA	3.541454429	4.7	11	high	2.52	2.576666667	1	p303_Alexandra_Mushegian
D122_B	D122	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K1	CZN11K1	43	N3	d3	5	p2	NA	NA	3.541454429	4.7	11	high	2.52	2.576666667	1	p303_Alexandra_Mushegian
D124_A	D124	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K5	CZN11K5	28	A3	d3	5	p2	NA	NA	5.014415523	4.7	11	high	2.6	2.576666667	0	p303_Alexandra_Mushegian
D124_B	D124	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K5	CZN11K5	28	A3	d3	5	p2	NA	NA	5.014415523	4.7	11	high	2.6	2.576666667	0	p303_Alexandra_Mushegian
D131_A	D131	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K8	CZN11K8	10	N1	d5	7	p3	NA	NA	4.221648928	4.7	11	high	2.6	2.576666667	1	p303_Alexandra_Mushegian
D131_B	D131	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	29	K8	CZN11K8	10	N1	d5	7	p3	NA	NA	4.221648928	4.7	11	high	2.6	2.576666667	1	p303_Alexandra_Mushegian
D111_A	D111	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I2	CZN11I2	10	N1	d5	7	p3	NA	NA	4.399985056	4.7	11	high	2.6	2.576666667	1	p303_Alexandra_Mushegian
D111_B	D111	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I2	CZN11I2	10	N1	d5	7	p3	NA	NA	4.399985056	4.7	11	high	2.6	2.576666667	1	p303_Alexandra_Mushegian
D132_A	D132	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K8	CZN11K8	25	N2	d2	3	p1	NA	NA	5.189231962	4.7	11	high	2.6	2.576666667	1	p303_Alexandra_Mushegian
D132_B	D132	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	29	K8	CZN11K8	25	N2	d2	3	p1	NA	NA	5.189231962	4.7	11	high	2.6	2.576666667	1	p303_Alexandra_Mushegian
D115_A	D115	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I6	CZN11I6	21	A1	d3	5	p2	NA	NA	4.863227662	4.7	11	high	2.64	2.576666667	1	p303_Alexandra_Mushegian
D115_B	D115	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I6	CZN11I6	21	A1	d3	5	p2	NA	NA	4.863227662	4.7	11	high	2.64	2.576666667	1	p303_Alexandra_Mushegian
D121_A	D121	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K1	CZN11K1	6	A1	d4	6	p2	NA	NA	4.484598759	4.7	11	high	2.68	2.576666667	1	p303_Alexandra_Mushegian
D121_B	D121	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K1	CZN11K1	6	A1	d4	6	p2	NA	NA	4.484598759	4.7	11	high	2.68	2.576666667	1	p303_Alexandra_Mushegian
D118_A	D118	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I8	CZN11I8	22	A1	d6	9	p4	NA	NA	4.490295665	4.7	11	high	2.72	2.576666667	1	p303_Alexandra_Mushegian
D118_B	D118	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I8	CZN11I8	22	A1	d6	9	p4	NA	NA	4.490295665	4.7	11	high	2.72	2.576666667	1	p303_Alexandra_Mushegian
D116_A	D116	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I6	CZN11I6	17	N2	d1	1	p1	NA	NA	4.024485668	4.7	11	high	2.76	2.576666667	1	p303_Alexandra_Mushegian
D116_B	D116	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	NET	30	I6	CZN11I6	17	N2	d1	1	p1	NA	NA	4.024485668	4.7	11	high	2.76	2.576666667	1	p303_Alexandra_Mushegian
D127_A	D127	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K7	CZN11K7	3	A1	d5	7	p3	NA	NA	5.036353382	4.7	11	high	2.8	2.576666667	1	p303_Alexandra_Mushegian
D127_B	D127	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K7	CZN11K7	3	A1	d5	7	p3	NA	NA	5.036353382	4.7	11	high	2.8	2.576666667	1	p303_Alexandra_Mushegian
D112_A	D112	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I5	CZN11I5	37	A3	d1	1	p1	NA	NA	4.699967735	4.7	11	high	2.8	2.576666667	1	p303_Alexandra_Mushegian
D112_B	D112	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I5	CZN11I5	37	A3	d1	1	p1	NA	NA	4.699967735	4.7	11	high	2.8	2.576666667	1	p303_Alexandra_Mushegian
D130_A	D130	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K8	CZN11K8	2	A1	d1	1	p1	NA	NA	5.058911677	4.7	11	high	2.88	2.576666667	1	p303_Alexandra_Mushegian
D130_B	D130	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	29	K8	CZN11K8	2	A1	d1	1	p1	NA	NA	5.058911677	4.7	11	high	2.88	2.576666667	1	p303_Alexandra_Mushegian
D117_A	D117	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I6	CZN11I6	48	N4	d3	4	p2	NA	NA	5.032421309	4.7	11	high	3.04	2.576666667	1	p303_Alexandra_Mushegian
D117_B	D117	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	SED	30	I6	CZN11I6	48	N4	d3	4	p2	NA	NA	5.032421309	4.7	11	high	3.04	2.576666667	1	p303_Alexandra_Mushegian
D109_A	D109	A	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I2	CZN11I2	39	A3	d5	7	p3	NA	NA	3.974373507	4.7	11	high	3.12	2.576666667	1	p303_Alexandra_Mushegian
D109_B	D109	B	MiSeq_300	Run160208	animal	NA	CZN11	CZ-N1-1	AUT	30	I2	CZN11I2	39	A3	d5	7	p3	NA	NA	3.974373507	4.7	11	high	3.12	2.576666667	1	p303_Alexandra_Mushegian
D075_A	D075	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	G4	BEWE59G4	28	N2	d3	5	p2	NA	NA	4.630793871	4.46	6	inter	NA	2.714545455	1	p303_Alexandra_Mushegian
D075_B	D075	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	G4	BEWE59G4	28	N2	d3	5	p2	NA	NA	4.630793871	4.46	6	inter	NA	2.714545455	1	p303_Alexandra_Mushegian
D067_A	D067	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	30	G7	BEWE59G7	19	A1	d6	9	p4	NA	NA	4.206448064	4.46	6	inter	2.44	2.714545455	0	p303_Alexandra_Mushegian
D067_B	D067	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	30	G7	BEWE59G7	19	A1	d6	9	p4	NA	NA	4.206448064	4.46	6	inter	2.44	2.714545455	0	p303_Alexandra_Mushegian
D066_A	D066	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	30	J4	BEWE59J4	20	N2	d2	3	p1	NA	NA	3.907088745	4.46	6	inter	2.48	2.714545455	1	p303_Alexandra_Mushegian
D066_B	D066	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	30	J4	BEWE59J4	20	N2	d2	3	p1	NA	NA	3.907088745	4.46	6	inter	2.48	2.714545455	1	p303_Alexandra_Mushegian
D081_A	D081	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	G5	BEWE59G5	45	N4	d2	2	p1	NA	NA	4.267875419	4.46	6	inter	2.48	2.714545455	0	p303_Alexandra_Mushegian
D081_B	D081	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	G5	BEWE59G5	45	N4	d2	2	p1	NA	NA	4.267875419	4.46	6	inter	2.48	2.714545455	0	p303_Alexandra_Mushegian
D079_A	D079	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	G5	BEWE59G5	23	A1	d4	6	p2	NA	NA	4.173827036	4.46	6	inter	2.52	2.714545455	1	p303_Alexandra_Mushegian
D079_B	D079	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	G5	BEWE59G5	23	A1	d4	6	p2	NA	NA	4.173827036	4.46	6	inter	2.52	2.714545455	1	p303_Alexandra_Mushegian
D077_A	D077	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	J5	BEWE59J5	7	N1	d6	9	p4	NA	NA	4.581756292	4.46	6	inter	2.52	2.714545455	1	p303_Alexandra_Mushegian
D077_B	D077	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	J5	BEWE59J5	7	N1	d6	9	p4	NA	NA	4.581756292	4.46	6	inter	2.52	2.714545455	1	p303_Alexandra_Mushegian
D082_A	D082	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	J6	BEWE59J6	7	A1	d6	9	p4	NA	NA	4.176207055	4.46	6	inter	2.6	2.714545455	0	p303_Alexandra_Mushegian
D082_B	D082	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	J6	BEWE59J6	7	A1	d6	9	p4	NA	NA	4.176207055	4.46	6	inter	2.6	2.714545455	0	p303_Alexandra_Mushegian
D076_A	D076	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	J5	BEWE59J5	19	A1	d5	8	p3	NA	NA	5.005257752	4.46	6	inter	2.6	2.714545455	1	p303_Alexandra_Mushegian
D076_B	D076	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	J5	BEWE59J5	19	A1	d5	8	p3	NA	NA	5.005257752	4.46	6	inter	2.6	2.714545455	1	p303_Alexandra_Mushegian
D068_A	D068	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	30	G7	BEWE59G7	12	N1	d6	10	p4	NA	NA	NA	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D068_B	D068	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	30	G7	BEWE59G7	12	N1	d6	10	p4	NA	NA	NA	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D074_A	D074	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	G4	BEWE59G4	25	N2	d3	5	p2	NA	NA	4.329072291	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D074_B	D074	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	G4	BEWE59G4	25	N2	d3	5	p2	NA	NA	4.329072291	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D062_A	D062	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	30	J1	BEWE59J1	41	N3	d4	6	p2	NA	NA	4.924362001	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D062_B	D062	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	30	J1	BEWE59J1	41	N3	d4	6	p2	NA	NA	4.924362001	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D069_A	D069	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	30	G7	BEWE59G7	43	N3	d2	3	p1	NA	NA	4.349141486	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D069_B	D069	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	30	G7	BEWE59G7	43	N3	d2	3	p1	NA	NA	4.349141486	4.46	6	inter	2.68	2.714545455	1	p303_Alexandra_Mushegian
D072_A	D072	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	G1	BEWE59G1	22	N2	d6	10	p4	NA	NA	4.390086875	4.46	6	inter	2.76	2.714545455	0	p303_Alexandra_Mushegian
D072_B	D072	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	G1	BEWE59G1	22	N2	d6	10	p4	NA	NA	4.390086875	4.46	6	inter	2.76	2.714545455	0	p303_Alexandra_Mushegian
D070_A	D070	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	G1	BEWE59G1	33	A3	d5	7	p3	NA	NA	4.923705017	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D070_B	D070	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	G1	BEWE59G1	33	A3	d5	7	p3	NA	NA	4.923705017	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D071_A	D071	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	G1	BEWE59G1	14	N1	d6	10	p4	NA	NA	4.026410681	4.46	6	inter	2.8	2.714545455	0	p303_Alexandra_Mushegian
D071_B	D071	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	G1	BEWE59G1	14	N1	d6	10	p4	NA	NA	4.026410681	4.46	6	inter	2.8	2.714545455	0	p303_Alexandra_Mushegian
D083_A	D083	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	J6	BEWE59J6	28	N2	d3	5	p2	NA	NA	4.399171657	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D083_B	D083	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	J6	BEWE59J6	28	N2	d3	5	p2	NA	NA	4.399171657	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D078_A	D078	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	J5	BEWE59J5	16	N2	d2	2	p1	NA	NA	4.329519912	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D078_B	D078	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	J5	BEWE59J5	16	N2	d2	2	p1	NA	NA	4.329519912	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D063_A	D063	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	30	J1	BEWE59J1	47	N4	d3	4	p2	NA	NA	4.478970303	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D063_B	D063	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	30	J1	BEWE59J1	47	N4	d3	4	p2	NA	NA	4.478970303	4.46	6	inter	2.8	2.714545455	1	p303_Alexandra_Mushegian
D073_A	D073	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	G4	BEWE59G4	37	A3	d1	1	p1	NA	NA	5.137623088	4.46	6	inter	2.84	2.714545455	1	p303_Alexandra_Mushegian
D073_B	D073	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	29	G4	BEWE59G4	37	A3	d1	1	p1	NA	NA	5.137623088	4.46	6	inter	2.84	2.714545455	1	p303_Alexandra_Mushegian
D084_A	D084	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	J6	BEWE59J6	1	N1	d6	10	p4	NA	NA	4.569982198	4.46	6	inter	2.84	2.714545455	1	p303_Alexandra_Mushegian
D084_B	D084	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	SED	29	J6	BEWE59J6	1	N1	d6	10	p4	NA	NA	4.569982198	4.46	6	inter	2.84	2.714545455	1	p303_Alexandra_Mushegian
D080_A	D080	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	G5	BEWE59G5	26	N2	d6	9	p4	NA	NA	4.283301229	4.46	6	inter	2.88	2.714545455	1	p303_Alexandra_Mushegian
D080_B	D080	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	29	G5	BEWE59G5	26	N2	d6	9	p4	NA	NA	4.283301229	4.46	6	inter	2.88	2.714545455	1	p303_Alexandra_Mushegian
D061_A	D061	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	30	J1	BEWE59J1	3	A1	d5	7	p3	NA	NA	4.839207708	4.46	6	inter	2.96	2.714545455	1	p303_Alexandra_Mushegian
D061_B	D061	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	AUT	30	J1	BEWE59J1	3	A1	d5	7	p3	NA	NA	4.839207708	4.46	6	inter	2.96	2.714545455	1	p303_Alexandra_Mushegian
D065_A	D065	A	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	30	J4	BEWE59J4	42	N3	d6	9	p4	NA	NA	4.244425572	4.46	6	inter	3.08	2.714545455	1	p303_Alexandra_Mushegian
D065_B	D065	B	MiSeq_300	Run160208	animal	NA	BEWE59	BE-WE-G59	NET	30	J4	BEWE59J4	42	N3	d6	9	p4	NA	NA	4.244425572	4.46	6	inter	3.08	2.714545455	1	p303_Alexandra_Mushegian
D050_A	D050	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L2	BEOHZT10L2	45	N4	d2	3	p1	NA	NA	3.618884485	4.03	2	low	2.12	2.864	0	p303_Alexandra_Mushegian
D050_B	D050	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	NET	29	L2	BEOHZT10L2	45	N4	d2	3	p1	NA	NA	3.618884485	4.03	2	low	2.12	2.864	0	p303_Alexandra_Mushegian
D051_A	D051	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L2	BEOHZT10L2	35	N3	d1	1	p1	NA	NA	3.356217134	4.03	2	low	2.4	2.864	1	p303_Alexandra_Mushegian
D051_B	D051	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L2	BEOHZT10L2	35	N3	d1	1	p1	NA	NA	3.356217134	4.03	2	low	2.4	2.864	1	p303_Alexandra_Mushegian
D048_A	D048	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L1	BEOHZT10L1	34	N3	d1	1	p1	NA	NA	5.072341822	4.03	2	low	2.64	2.864	1	p303_Alexandra_Mushegian
D048_B	D048	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	SED	29	L1	BEOHZT10L1	34	N3	d1	1	p1	NA	NA	5.072341822	4.03	2	low	2.64	2.864	1	p303_Alexandra_Mushegian
D046_A	D046	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L1	BEOHZT10L1	15	A1	d5	8	p3	NA	NA	4.08767496	4.03	2	low	2.68	2.864	0	p303_Alexandra_Mushegian
D046_B	D046	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L1	BEOHZT10L1	15	A1	d5	8	p3	NA	NA	4.08767496	4.03	2	low	2.68	2.864	0	p303_Alexandra_Mushegian
D058_A	D058	A	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L8	BEOHZT10L8	4	A1	d3	5	p2	NA	NA	4.344804756	4.03	2	low	2.8	2.864	1	p303_Alexandra_Mushegian
D058_B	D058	B	MiSeq_300	Run160208	animal	NA	BEOHZT10	BE-OHZ-T10	AUT	29	L8	BEOHZT10L8	4	A1	d3	5	p2	NA	NA	4.344804756	4.03	2	low	2.8	2.864	1	p303_Alexandra_Mushegian
